cuda, sapmling, time:, 0.003530
cuda, sapmling, time:, 0.018159
cuda, sapmling, time:, 0.048183
cuda, sapmling, time:, 0.004111
cuda, sapmling, time:, 0.017860
cuda, sapmling, time:, 0.046173
cuda, sapmling, time:, 0.002849
cuda, sapmling, time:, 0.017445
cuda, sapmling, time:, 0.048106
cuda, sapmling, time:, 0.002619
cuda, sapmling, time:, 0.018122
cuda, sapmling, time:, 0.048625
cuda, sapmling, time:, 0.005056
cuda, sapmling, time:, 0.018129
Training in mixed mode.
Loading data
Graph(num_nodes=2449029, num_edges=123718280,
      ndata_schemes={'test_mask': Scheme(shape=(), dtype=torch.uint8), 'val_mask': Scheme(shape=(), dtype=torch.uint8), 'train_mask': Scheme(shape=(), dtype=torch.uint8), 'label': Scheme(shape=(), dtype=torch.int64), 'feat': Scheme(shape=(100,), dtype=torch.float32)}
      edata_schemes={})
<class 'dgl.heterograph.DGLGraph'>
partition start
Convert a graph into a bidirected graph: 13.773 seconds, peak memory: 23.000 GB
Construct multi-constraint weights: 0.000 seconds, peak memory: 23.000 GB
Metis partitioning: 36.501 seconds, peak memory: 25.449 GB
torch.Size([2449029])
Array computation done and passed to neighbour.py line 631
Training...
Epoch 00000 | Loss 3.1391 | Accuracy 0.4185 | Time : 7.859594821929932
 Total Training Time 7.8596 seconds
Testing...
Test Accuracy 0.3601
cuda, sapmling, time:, 0.048609
cuda, sapmling, time:, 0.002507
cuda, sapmling, time:, 0.014382
cuda, sapmling, time:, 0.049181
cuda, sapmling, time:, 0.003092
cuda, sapmling, time:, 0.015998
cuda, sapmling, time:, 0.049106
cuda, sapmling, time:, 0.003250
cuda, sapmling, time:, 0.018058
cuda, sapmling, time:, 0.047407
cuda, sapmling, time:, 0.004629
cuda, sapmling, time:, 0.019060
cuda, sapmling, time:, 0.048922
cuda, sapmling, time:, 0.002413
cuda, sapmling, time:, 0.017292
cuda, sapmling, time:, 0.046729
cuda, sapmling, time:, 0.000037
cuda, sapmling, time:, 0.000416
cuda, sapmling, time:, 0.003640
cuda, sapmling, time:, 0.001445
cuda, sapmling, time:, 0.017326
cuda, sapmling, time:, 0.050822
cuda, sapmling, time:, 0.001296
cuda, sapmling, time:, 0.018427
cuda, sapmling, time:, 0.050321
cuda, sapmling, time:, 0.001236
cuda, sapmling, time:, 0.018403
cuda, sapmling, time:, 0.050317
cuda, sapmling, time:, 0.001280
cuda, sapmling, time:, 0.018678
cuda, sapmling, time:, 0.050663
cuda, sapmling, time:, 0.001393
cuda, sapmling, time:, 0.017983
cuda, sapmling, time:, 0.051534
cuda, sapmling, time:, 0.001153
cuda, sapmling, time:, 0.017613
cuda, sapmling, time:, 0.050724
cuda, sapmling, time:, 0.001202
cuda, sapmling, time:, 0.018345
cuda, sapmling, time:, 0.050902
cuda, sapmling, time:, 0.001231
cuda, sapmling, time:, 0.020406
cuda, sapmling, time:, 0.049726
cuda, sapmling, time:, 0.001065
cuda, sapmling, time:, 0.017069
cuda, sapmling, time:, 0.049889
cuda, sapmling, time:, 0.000851
cuda, sapmling, time:, 0.015291
cuda, sapmling, time:, 0.040368
