cuda, sapmling, time:, 0.002331
cuda, sapmling, time:, 0.002082
cuda, sapmling, time:, 0.025265
cuda, sapmling, time:, 0.128247
cuda, sapmling, time:, 0.002482
cuda, sapmling, time:, 0.026262
cuda, sapmling, time:, 0.128871
cuda, sapmling, time:, 0.003027
cuda, sapmling, time:, 0.026788
cuda, sapmling, time:, 0.129809
cuda, sapmling, time:, 0.004017
cuda, sapmling, time:, 0.026785
cuda, sapmling, time:, 0.128685
cuda, sapmling, time:, 0.003159
cuda, sapmling, time:, 0.025890
cuda, sapmling, time:, 0.129282
cuda, sapmling, time:, 0.001928
cuda, sapmling, time:, 0.025532
cuda, sapmling, time:, 0.130256
cuda, sapmling, time:, 0.002431
cuda, sapmling, time:, 0.027914
cuda, sapmling, time:, 0.129731
cuda, sapmling, time:, 0.002657
cuda, sapmling, time:, 0.026732
cuda, sapmling, time:, 0.128104
cuda, sapmling, time:, 0.004011
cuda, sapmling, time:, 0.027495
cuda, sapmling, time:, 0.128394
cuda, sapmling, time:, 0.001950
cuda, sapmling, time:, 0.025797
cuda, sapmling, time:, 0.129762
cuda, sapmling, time:, 0.003369
cuda, sapmling, time:, 0.026227
cuda, sapmling, time:, 0.129043
cuda, sapmling, time:, 0.001886
cuda, sapmling, time:, 0.026425
cuda, sapmling, time:, 0.128378
cuda, sapmling, time:, 0.001842
cuda, sapmling, time:, 0.025763
cuda, sapmling, time:, 0.129287
cuda, sapmling, time:, 0.002458
cuda, sapmling, time:, 0.025679
cuda, sapmling, time:, 0.131200
cuda, sapmling, time:, 0.004397
cuda, sapmling, time:, 0.025850
cuda, sapmling, time:, 0.128801
cuda, sapmling, time:, 0.002227
cuda, sapmling, time:, 0.027554
cuda, sapmling, time:, 0.128609
cuda, sapmling, time:, 0.001857
cuda, sapmling, time:, 0.025811
cuda, sapmling, time:, 0.128292
cuda, sapmling, time:, 0.009816
cuda, sapmling, time:, 0.025526
cuda, sapmling, time:, 0.129261
cuda, sapmling, time:, 0.002692
cuda, sapmling, time:, 0.027356
cuda, sapmling, time:, 0.129845
cuda, sapmling, time:, 0.005711
cuda, sapmling, time:, 0.027068
cuda, sapmling, time:, 0.128969
cuda, sapmling, time:, 0.002305
cuda, sapmling, time:, 0.025880
cuda, sapmling, time:, 0.128929
cuda, sapmling, time:, 0.002847
cuda, sapmling, time:, 0.026739
cuda, sapmling, time:, 0.128442
cuda, sapmling, time:, 0.004890
cuda, sapmling, time:, 0.025504
cuda, sapmling, time:, 0.129454
cuda, sapmling, time:, 0.002774
cuda, sapmling, time:, 0.025741
cuda, sapmling, time:, 0.130368
cuda, sapmling, time:, 0.001830
cuda, sapmling, time:, 0.025586
cuda, sapmling, time:, 0.128426
cuda, sapmling, time:, 0.004599
cuda, sapmling, time:, 0.026509
cuda, sapmling, time:, 0.128496
cuda, sapmling, time:, 0.001943
cuda, sapmling, time:, 0.026378
cuda, sapmling, time:, 0.128929
cuda, sapmling, time:, 0.002133
cuda, sapmling, time:, 0.026549
cuda, sapmling, time:, 0.129255
cuda, sapmling, time:, 0.002283
cuda, sapmling, time:, 0.026188
cuda, sapmling, time:, 0.129218
cuda, sapmling, time:, 0.002281
cuda, sapmling, time:, 0.025930
cuda, sapmling, time:, 0.128795
cuda, sapmling, time:, 0.001698
cuda, sapmling, time:, 0.025642
cuda, sapmling, time:, 0.129698
cuda, sapmling, time:, 0.004494
cuda, sapmling, time:, 0.025970
cuda, sapmling, time:, 0.129830
cuda, sapmling, time:, 0.002120
cuda, sapmling, time:, 0.025585
cuda, sapmling, time:, 0.128523
cuda, sapmling, time:, 0.003163
cuda, sapmling, time:, 0.025398
cuda, sapmling, time:, 0.129585
cuda, sapmling, time:, 0.001582
cuda, sapmling, time:, 0.025229
cuda, sapmling, time:, 0.128367
cuda, sapmling, time:, 0.003615
cuda, sapmling, time:, 0.026187
cuda, sapmling, time:, 0.129744
cuda, sapmling, time:, 0.003120
cuda, sapmling, time:, 0.025691
cuda, sapmling, time:, 0.128253
cuda, sapmling, time:, 0.003096
cuda, sapmling, time:, 0.025134
cuda, sapmling, time:, 0.130257
cuda, sapmling, time:, 0.001618
cuda, sapmling, time:, 0.026081
cuda, sapmling, time:, 0.131154
cuda, sapmling, time:, 0.002222
cuda, sapmling, time:, 0.025153
cuda, sapmling, time:, 0.128878
cuda, sapmling, time:, 0.002880
cuda, sapmling, time:, 0.025576
cuda, sapmling, time:, 0.129017
cuda, sapmling, time:, 0.001624
cuda, sapmling, time:, 0.026884
cuda, sapmling, time:, 0.131170
cuda, sapmling, time:, 0.002470
Training in mixed mode.
Loading data
Graph(num_nodes=2449029, num_edges=123718280,
      ndata_schemes={'test_mask': Scheme(shape=(), dtype=torch.uint8), 'val_mask': Scheme(shape=(), dtype=torch.uint8), 'train_mask': Scheme(shape=(), dtype=torch.uint8), 'label': Scheme(shape=(), dtype=torch.int64), 'feat': Scheme(shape=(100,), dtype=torch.float32)}
      edata_schemes={})
<class 'dgl.heterograph.DGLGraph'>
partition start
Convert a graph into a bidirected graph: 14.129 seconds, peak memory: 23.002 GB
Construct multi-constraint weights: 0.000 seconds, peak memory: 23.002 GB
Metis partitioning: 38.139 seconds, peak memory: 25.449 GB
torch.Size([2449029])
Array computation done and passed to neighbour.py line 631
Training...
Epoch 00000 | Loss 2.6058 | Accuracy 0.5312 | Time : 29.32365322113037
 Total Training Time 29.3237 seconds
Testing...
Test Accuracy 0.4441
cuda, sapmling, time:, 0.025786
cuda, sapmling, time:, 0.128566
cuda, sapmling, time:, 0.001941
cuda, sapmling, time:, 0.026930
cuda, sapmling, time:, 0.129173
cuda, sapmling, time:, 0.002496
cuda, sapmling, time:, 0.025737
cuda, sapmling, time:, 0.129406
cuda, sapmling, time:, 0.001961
cuda, sapmling, time:, 0.027660
cuda, sapmling, time:, 0.129517
cuda, sapmling, time:, 0.002524
cuda, sapmling, time:, 0.025907
cuda, sapmling, time:, 0.128985
cuda, sapmling, time:, 0.002325
cuda, sapmling, time:, 0.025384
cuda, sapmling, time:, 0.128265
cuda, sapmling, time:, 0.001939
cuda, sapmling, time:, 0.025493
cuda, sapmling, time:, 0.129308
cuda, sapmling, time:, 0.003425
cuda, sapmling, time:, 0.027636
cuda, sapmling, time:, 0.129156
cuda, sapmling, time:, 0.001934
cuda, sapmling, time:, 0.027397
cuda, sapmling, time:, 0.129047
cuda, sapmling, time:, 0.002509
cuda, sapmling, time:, 0.026172
cuda, sapmling, time:, 0.129345
cuda, sapmling, time:, 0.002216
cuda, sapmling, time:, 0.025541
cuda, sapmling, time:, 0.129561
cuda, sapmling, time:, 0.000059
cuda, sapmling, time:, 0.000769
cuda, sapmling, time:, 0.006502
cuda, sapmling, time:, 0.000982
cuda, sapmling, time:, 0.024892
cuda, sapmling, time:, 0.130869
cuda, sapmling, time:, 0.001009
cuda, sapmling, time:, 0.029015
cuda, sapmling, time:, 0.131452
cuda, sapmling, time:, 0.001101
cuda, sapmling, time:, 0.024838
cuda, sapmling, time:, 0.130695
cuda, sapmling, time:, 0.000967
cuda, sapmling, time:, 0.024949
cuda, sapmling, time:, 0.132223
cuda, sapmling, time:, 0.000904
cuda, sapmling, time:, 0.025494
cuda, sapmling, time:, 0.130832
cuda, sapmling, time:, 0.000777
cuda, sapmling, time:, 0.025511
cuda, sapmling, time:, 0.130648
cuda, sapmling, time:, 0.000986
cuda, sapmling, time:, 0.027587
cuda, sapmling, time:, 0.131175
cuda, sapmling, time:, 0.001031
cuda, sapmling, time:, 0.024694
cuda, sapmling, time:, 0.131056
cuda, sapmling, time:, 0.000971
cuda, sapmling, time:, 0.025571
cuda, sapmling, time:, 0.130978
cuda, sapmling, time:, 0.001040
cuda, sapmling, time:, 0.028671
cuda, sapmling, time:, 0.131174
cuda, sapmling, time:, 0.001097
cuda, sapmling, time:, 0.027752
cuda, sapmling, time:, 0.131174
cuda, sapmling, time:, 0.000822
cuda, sapmling, time:, 0.024905
cuda, sapmling, time:, 0.130988
cuda, sapmling, time:, 0.000778
cuda, sapmling, time:, 0.028109
cuda, sapmling, time:, 0.131431
cuda, sapmling, time:, 0.000821
cuda, sapmling, time:, 0.027014
cuda, sapmling, time:, 0.131227
cuda, sapmling, time:, 0.000825
cuda, sapmling, time:, 0.026342
cuda, sapmling, time:, 0.131186
cuda, sapmling, time:, 0.000927
cuda, sapmling, time:, 0.025679
cuda, sapmling, time:, 0.130814
cuda, sapmling, time:, 0.001220
cuda, sapmling, time:, 0.025072
cuda, sapmling, time:, 0.131429
cuda, sapmling, time:, 0.000798
cuda, sapmling, time:, 0.025370
cuda, sapmling, time:, 0.131873
cuda, sapmling, time:, 0.000953
cuda, sapmling, time:, 0.025708
cuda, sapmling, time:, 0.131576
cuda, sapmling, time:, 0.000295
cuda, sapmling, time:, 0.012099
cuda, sapmling, time:, 0.066980
