cuda, sapmling, time:, 0.002484
cuda, sapmling, time:, 0.016091
cuda, sapmling, time:, 0.034923
cuda, sapmling, time:, 0.002234
cuda, sapmling, time:, 0.010327
cuda, sapmling, time:, 0.035102
cuda, sapmling, time:, 0.001542
cuda, sapmling, time:, 0.009731
cuda, sapmling, time:, 0.034050
cuda, sapmling, time:, 0.001824
cuda, sapmling, time:, 0.015003
cuda, sapmling, time:, 0.034918
cuda, sapmling, time:, 0.003399
cuda, sapmling, time:, 0.013731
cuda, sapmling, time:, 0.034898
cuda, sapmling, time:, 0.002175
cuda, sapmling, time:, 0.010044
cuda, sapmling, time:, 0.036378
cuda, sapmling, time:, 0.001941
cuda, sapmling, time:, 0.013190
cuda, sapmling, time:, 0.034777
cuda, sapmling, time:, 0.001641
cuda, sapmling, time:, 0.014533
cuda, sapmling, time:, 0.034425
cuda, sapmling, time:, 0.002042
cuda, sapmling, time:, 0.014021
cuda, sapmling, time:, 0.034124
cuda, sapmling, time:, 0.001557
cuda, sapmling, time:, 0.015553
cuda, sapmling, time:, 0.035117
cuda, sapmling, time:, 0.001858
cuda, sapmling, time:, 0.009812
cuda, sapmling, time:, 0.034183
cuda, sapmling, time:, 0.002355
cuda, sapmling, time:, 0.013571
cuda, sapmling, time:, 0.034254
cuda, sapmling, time:, 0.002911
cuda, sapmling, time:, 0.015140
cuda, sapmling, time:, 0.034244
cuda, sapmling, time:, 0.001919
cuda, sapmling, time:, 0.010942
cuda, sapmling, time:, 0.035422
cuda, sapmling, time:, 0.001929
cuda, sapmling, time:, 0.011507
cuda, sapmling, time:, 0.034422
cuda, sapmling, time:, 0.001745
cuda, sapmling, time:, 0.015429
cuda, sapmling, time:, 0.034813
cuda, sapmling, time:, 0.002279
cuda, sapmling, time:, 0.010002
cuda, sapmling, time:, 0.036419
cuda, sapmling, time:, 0.003470
cuda, sapmling, time:, 0.014188
cuda, sapmling, time:, 0.035107
cuda, sapmling, time:, 0.001756
cuda, sapmling, time:, 0.010340
cuda, sapmling, time:, 0.035769
cuda, sapmling, time:, 0.002155
cuda, sapmling, time:, 0.014034
cuda, sapmling, time:, 0.035719
cuda, sapmling, time:, 0.003726
cuda, sapmling, time:, 0.013804
cuda, sapmling, time:, 0.034226
cuda, sapmling, time:, 0.002040
cuda, sapmling, time:, 0.014404
cuda, sapmling, time:, 0.034832
cuda, sapmling, time:, 0.009495
cuda, sapmling, time:, 0.013404
cuda, sapmling, time:, 0.034696
cuda, sapmling, time:, 0.003713
cuda, sapmling, time:, 0.015395
cuda, sapmling, time:, 0.033527
cuda, sapmling, time:, 0.002419
cuda, sapmling, time:, 0.014300
cuda, sapmling, time:, 0.035180
cuda, sapmling, time:, 0.002069
cuda, sapmling, time:, 0.013996
cuda, sapmling, time:, 0.035009
cuda, sapmling, time:, 0.001903
cuda, sapmling, time:, 0.013964
cuda, sapmling, time:, 0.034853
cuda, sapmling, time:, 0.001576
cuda, sapmling, time:, 0.014646
cuda, sapmling, time:, 0.036767
cuda, sapmling, time:, 0.002295
cuda, sapmling, time:, 0.010048
cuda, sapmling, time:, 0.035820
cuda, sapmling, time:, 0.002843
Training in mixed mode.
Loading data
Graph(num_nodes=2449029, num_edges=123718280,
      ndata_schemes={'test_mask': Scheme(shape=(), dtype=torch.uint8), 'val_mask': Scheme(shape=(), dtype=torch.uint8), 'train_mask': Scheme(shape=(), dtype=torch.uint8), 'label': Scheme(shape=(), dtype=torch.int64), 'feat': Scheme(shape=(100,), dtype=torch.float32)}
      edata_schemes={})
<class 'dgl.heterograph.DGLGraph'>
partition start
Convert a graph into a bidirected graph: 13.793 seconds, peak memory: 22.999 GB
Construct multi-constraint weights: 0.000 seconds, peak memory: 22.999 GB
Metis partitioning: 37.094 seconds, peak memory: 25.448 GB
torch.Size([2449029])
Array computation done and passed to neighbour.py line 631
Training...
Epoch 00000 | Loss 2.7828 | Accuracy 0.4826 | Time : 12.265234231948853
 Total Training Time 12.2652 seconds
Testing...
Test Accuracy 0.4033
cuda, sapmling, time:, 0.014419
cuda, sapmling, time:, 0.034289
cuda, sapmling, time:, 0.001670
cuda, sapmling, time:, 0.014181
cuda, sapmling, time:, 0.034241
cuda, sapmling, time:, 0.002165
cuda, sapmling, time:, 0.011224
cuda, sapmling, time:, 0.034643
cuda, sapmling, time:, 0.001552
cuda, sapmling, time:, 0.010234
cuda, sapmling, time:, 0.033831
cuda, sapmling, time:, 0.002725
cuda, sapmling, time:, 0.014688
cuda, sapmling, time:, 0.037263
cuda, sapmling, time:, 0.002444
cuda, sapmling, time:, 0.013908
cuda, sapmling, time:, 0.033278
cuda, sapmling, time:, 0.003862
cuda, sapmling, time:, 0.010469
cuda, sapmling, time:, 0.035323
cuda, sapmling, time:, 0.002821
cuda, sapmling, time:, 0.014553
cuda, sapmling, time:, 0.034485
cuda, sapmling, time:, 0.002266
cuda, sapmling, time:, 0.013921
cuda, sapmling, time:, 0.035192
cuda, sapmling, time:, 0.003681
cuda, sapmling, time:, 0.013018
cuda, sapmling, time:, 0.035153
cuda, sapmling, time:, 0.001709
cuda, sapmling, time:, 0.015852
cuda, sapmling, time:, 0.035351
cuda, sapmling, time:, 0.000079
cuda, sapmling, time:, 0.000230
cuda, sapmling, time:, 0.001727
cuda, sapmling, time:, 0.000924
cuda, sapmling, time:, 0.014239
cuda, sapmling, time:, 0.036737
cuda, sapmling, time:, 0.000781
cuda, sapmling, time:, 0.013694
cuda, sapmling, time:, 0.036837
cuda, sapmling, time:, 0.000742
cuda, sapmling, time:, 0.009442
cuda, sapmling, time:, 0.036044
cuda, sapmling, time:, 0.000914
cuda, sapmling, time:, 0.013534
cuda, sapmling, time:, 0.036017
cuda, sapmling, time:, 0.000705
cuda, sapmling, time:, 0.009693
cuda, sapmling, time:, 0.036855
cuda, sapmling, time:, 0.001034
cuda, sapmling, time:, 0.014123
cuda, sapmling, time:, 0.036664
cuda, sapmling, time:, 0.000716
cuda, sapmling, time:, 0.014049
cuda, sapmling, time:, 0.037070
cuda, sapmling, time:, 0.000711
cuda, sapmling, time:, 0.009827
cuda, sapmling, time:, 0.036436
cuda, sapmling, time:, 0.001088
cuda, sapmling, time:, 0.014219
cuda, sapmling, time:, 0.035662
cuda, sapmling, time:, 0.000714
cuda, sapmling, time:, 0.012992
cuda, sapmling, time:, 0.036009
cuda, sapmling, time:, 0.000636
cuda, sapmling, time:, 0.014085
cuda, sapmling, time:, 0.035476
cuda, sapmling, time:, 0.000821
cuda, sapmling, time:, 0.014958
cuda, sapmling, time:, 0.035108
cuda, sapmling, time:, 0.000600
cuda, sapmling, time:, 0.013128
cuda, sapmling, time:, 0.035214
cuda, sapmling, time:, 0.000722
cuda, sapmling, time:, 0.014356
cuda, sapmling, time:, 0.035573
cuda, sapmling, time:, 0.000842
cuda, sapmling, time:, 0.014107
cuda, sapmling, time:, 0.037044
cuda, sapmling, time:, 0.000600
cuda, sapmling, time:, 0.014658
cuda, sapmling, time:, 0.037890
cuda, sapmling, time:, 0.000870
cuda, sapmling, time:, 0.014482
cuda, sapmling, time:, 0.035414
cuda, sapmling, time:, 0.000799
cuda, sapmling, time:, 0.014280
cuda, sapmling, time:, 0.036444
cuda, sapmling, time:, 0.000857
cuda, sapmling, time:, 0.014293
cuda, sapmling, time:, 0.036035
cuda, sapmling, time:, 0.000209
cuda, sapmling, time:, 0.009811
cuda, sapmling, time:, 0.016589
