cuda, sapmling, time:, 0.003648
cuda, sapmling, time:, 0.039447
cuda, sapmling, time:, 0.157765
cuda, sapmling, time:, 0.005107
cuda, sapmling, time:, 0.038279
cuda, sapmling, time:, 0.157522
cuda, sapmling, time:, 0.004332
cuda, sapmling, time:, 0.038636
cuda, sapmling, time:, 0.156699
cuda, sapmling, time:, 0.002973
cuda, sapmling, time:, 0.038805
cuda, sapmling, time:, 0.156951
cuda, sapmling, time:, 0.005470
cuda, sapmling, time:, 0.037992
cuda, sapmling, time:, 0.157492
cuda, sapmling, time:, 0.003558
cuda, sapmling, time:, 0.040380
cuda, sapmling, time:, 0.157045
cuda, sapmling, time:, 0.003682
cuda, sapmling, time:, 0.043518
cuda, sapmling, time:, 0.158021
cuda, sapmling, time:, 0.004716
cuda, sapmling, time:, 0.039544
cuda, sapmling, time:, 0.157145
cuda, sapmling, time:, 0.003034
cuda, sapmling, time:, 0.038954
cuda, sapmling, time:, 0.157751
cuda, sapmling, time:, 0.003206
cuda, sapmling, time:, 0.038607
cuda, sapmling, time:, 0.156837
cuda, sapmling, time:, 0.003267
cuda, sapmling, time:, 0.038196
cuda, sapmling, time:, 0.156867
cuda, sapmling, time:, 0.003126
cuda, sapmling, time:, 0.038322
cuda, sapmling, time:, 0.157380
cuda, sapmling, time:, 0.005086
cuda, sapmling, time:, 0.038296
cuda, sapmling, time:, 0.157799
cuda, sapmling, time:, 0.003318
cuda, sapmling, time:, 0.039041
cuda, sapmling, time:, 0.157158
cuda, sapmling, time:, 0.004734
cuda, sapmling, time:, 0.038301
cuda, sapmling, time:, 0.157644
cuda, sapmling, time:, 0.003998
cuda, sapmling, time:, 0.038709
cuda, sapmling, time:, 0.157124
cuda, sapmling, time:, 0.006659
cuda, sapmling, time:, 0.038108
cuda, sapmling, time:, 0.157341
cuda, sapmling, time:, 0.010775
cuda, sapmling, time:, 0.037857
cuda, sapmling, time:, 0.157432
cuda, sapmling, time:, 0.003187
cuda, sapmling, time:, 0.039211
cuda, sapmling, time:, 0.158137
cuda, sapmling, time:, 0.005254
cuda, sapmling, time:, 0.038506
cuda, sapmling, time:, 0.157150
cuda, sapmling, time:, 0.003879
cuda, sapmling, time:, 0.038273
cuda, sapmling, time:, 0.156715
cuda, sapmling, time:, 0.006095
cuda, sapmling, time:, 0.038707
cuda, sapmling, time:, 0.158345
cuda, sapmling, time:, 0.004032
cuda, sapmling, time:, 0.038940
cuda, sapmling, time:, 0.158066
cuda, sapmling, time:, 0.004031
cuda, sapmling, time:, 0.038685
Training in mixed mode.
Loading data
Graph(num_nodes=2449029, num_edges=123718280,
      ndata_schemes={'test_mask': Scheme(shape=(), dtype=torch.uint8), 'val_mask': Scheme(shape=(), dtype=torch.uint8), 'train_mask': Scheme(shape=(), dtype=torch.uint8), 'label': Scheme(shape=(), dtype=torch.int64), 'feat': Scheme(shape=(100,), dtype=torch.float32)}
      edata_schemes={})
<class 'dgl.heterograph.DGLGraph'>
partition start
Convert a graph into a bidirected graph: 14.108 seconds, peak memory: 23.001 GB
Construct multi-constraint weights: 0.000 seconds, peak memory: 23.001 GB
Metis partitioning: 40.529 seconds, peak memory: 25.426 GB
torch.Size([2449029])
Array computation done and passed to neighbour.py line 631
Training...
Epoch 00000 | Loss 3.1197 | Accuracy 0.4512 | Time : 18.2411150932312
 Total Training Time 18.2411 seconds
Testing...
Test Accuracy 0.4000
cuda, sapmling, time:, 0.158482
cuda, sapmling, time:, 0.003000
cuda, sapmling, time:, 0.038277
cuda, sapmling, time:, 0.157511
cuda, sapmling, time:, 0.002794
cuda, sapmling, time:, 0.038471
cuda, sapmling, time:, 0.156453
cuda, sapmling, time:, 0.004354
cuda, sapmling, time:, 0.038292
cuda, sapmling, time:, 0.157010
cuda, sapmling, time:, 0.002817
cuda, sapmling, time:, 0.038580
cuda, sapmling, time:, 0.156995
cuda, sapmling, time:, 0.004398
cuda, sapmling, time:, 0.039087
cuda, sapmling, time:, 0.158055
cuda, sapmling, time:, 0.000057
cuda, sapmling, time:, 0.003930
cuda, sapmling, time:, 0.011146
cuda, sapmling, time:, 0.001384
cuda, sapmling, time:, 0.038500
cuda, sapmling, time:, 0.161600
cuda, sapmling, time:, 0.001627
cuda, sapmling, time:, 0.038248
cuda, sapmling, time:, 0.161854
cuda, sapmling, time:, 0.001536
cuda, sapmling, time:, 0.037980
cuda, sapmling, time:, 0.161576
cuda, sapmling, time:, 0.001400
cuda, sapmling, time:, 0.039112
cuda, sapmling, time:, 0.162254
cuda, sapmling, time:, 0.001539
cuda, sapmling, time:, 0.038381
cuda, sapmling, time:, 0.162897
cuda, sapmling, time:, 0.001708
cuda, sapmling, time:, 0.040194
cuda, sapmling, time:, 0.161029
cuda, sapmling, time:, 0.001491
cuda, sapmling, time:, 0.038870
cuda, sapmling, time:, 0.161673
cuda, sapmling, time:, 0.001773
cuda, sapmling, time:, 0.038200
cuda, sapmling, time:, 0.162040
cuda, sapmling, time:, 0.001419
cuda, sapmling, time:, 0.038424
cuda, sapmling, time:, 0.161379
cuda, sapmling, time:, 0.001075
cuda, sapmling, time:, 0.030783
cuda, sapmling, time:, 0.139912
